央视直播,#genre#
广东|深圳电视剧,http://120.76.248.139/live/otvgd/47.m3u8?bt=1300
广东|深圳财经生活,http://120.76.248.139/live/otvgd/48.m3u8?bt=1300
广东|深圳娱乐,http://120.76.248.139/live/otvgd/49.m3u8?bt=1300
广东|深圳体育健康,http://120.76.248.139/live/otvgd/50.m3u8?bt=1300
广东|深圳少儿,http://120.76.248.139/live/otvgd/51.m3u8?bt=1300
广东|深圳公共,http://120.76.248.139/live/otvgd/52.m3u8?bt=1300


广东频道,#genre#
广东珠江,http://111.59.23.170:65044/cdnrrs.gx.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
广东新闻,http://www.zzlag.top:9087/tsfile/live/1034_1.m3u8?key=txiptv
广东公共,http://www.zzlag.top:9087/tsfile/live/1042_1.m3u8?key=txiptv
南方卫视,http://www.zzlag.top:9087/tsfile/live/1041_1.m3u8?key=txiptv
广东体育,http://www.zzlag.top:9087/tsfile/live/1036_1.m3u8?key=txiptv
嘉佳卡通,http://www.zzlag.top:9087/tsfile/live/1035_1.m3u8?key=txiptv
广东卫视,http://www.zzlag.top:9087/tsfile/live/0125_1.m3u8?key=txiptv
广东少儿,http://www.zzlag.top:9087/tsfile/live/1039_1.m3u8?key=txiptv
广东影视,http://www.zzlag.top:9087/tsfile/live/1040_1.m3u8?key=txiptv
经济科教,http://www.zzlag.top:9087/tsfile/live/1038_1.m3u8?key=txiptv

卫视频道,#genre#
北京卫视,http://111.59.23.170:65044/cdnrrs.gx.chinamobile.com/PLTV/88888888/224/3221225889/index.m3u8
北京卫视,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8
兵团卫视,http://111.59.23.170:65044/cdnrrs.gx.chinamobile.com/PLTV/88888888/224/3221226311/index.m3u8
大型剧场,http://111.59.23.170:65044/cdnrrs.gx.chinamobile.com/PLTV/88888888/224/3221225763/index.m3u8
东南卫视,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226377/index.m3u8
甘肃卫视,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
广东卫视,http://111.59.23.170:65044/cdnrrs.gx.chinamobile.com/PLTV/88888888/224/3221225913/index.m3u8
广东卫视,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
广东珠江,http://111.59.23.170:65044/cdnrrs.gx.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
广西都市,http://111.59.23.170:65044/cdnrrs.gx.chinamobile.com/PLTV/88888888/224/3221226295/index.m3u8
广西卫视,http://111.59.23.170:65044/cdnrrs.gx.chinamobile.com/PLTV/88888888/224/3221226289/index.m3u8
广西影视,http://111.59.23.170:65044/cdnrrs.gx.chinamobile.com/PLTV/88888888/224/3221226298/index.m3u8
贵州卫视,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
河北卫视,http://111.59.23.170:65044/cdnrrs.gx.chinamobile.com/PLTV/88888888/224/3221225773/index.m3u8
河南卫视,http://111.59.23.170:65044/cdnrrs.gx.chinamobile.com/PLTV/88888888/224/3221225806/index.m3u8
河南卫视,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226320/index.m3u8
贺州综合,http://111.59.23.170:65044/cdnrrs.gx.chinamobile.com/PLTV/88888888/224/3221226296/index.m3u8
黑龙江都市,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226301/index.m3u8
黑龙江都市,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226427/index.m3u8
黑龙江农业科教,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226242/index.m3u8
黑龙江农业科教,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226492/index.m3u8
黑龙江少儿,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226304/index.m3u8
黑龙江少儿,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226371/index.m3u8
黑龙江卫视,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
黑龙江卫视,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226421/index.m3u8
黑龙江文体,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226239/index.m3u8
黑龙江文体,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226424/index.m3u8
黑龙江新闻法治,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226330/index.m3u8
黑龙江影视,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226298/index.m3u8
黑龙江影视,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226365/index.m3u8
湖北卫视,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8
湖北卫视,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
湖南卫视,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8
湖南卫视,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
吉林卫视,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
教育频道,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226523/index.m3u8
精品大剧,http://111.59.23.170:65044/cdnrrs.gx.chinamobile.com/PLTV/88888888/224/3221225737/index.m3u8
精品大剧,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
卡酷少儿,http://111.59.23.170:65044/cdnrrs.gx.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
辽宁卫视,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226254/index.m3u8
辽宁卫视,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
咪咕视频1,http://111.59.23.170:65044/cdnrrs.gx.chinamobile.com/PLTV/88888888/224/3221225780/index.m3u8
咪咕视频2,http://111.59.23.170:65044/cdnrrs.gx.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
咪咕视频3,http://111.59.23.170:65044/cdnrrs.gx.chinamobile.com/PLTV/88888888/224/3221225808/index.m3u8
咪咕视频4,http://111.59.23.170:65044/cdnrrs.gx.chinamobile.com/PLTV/88888888/224/3221225811/index.m3u8
咪咕视频5,http://111.59.23.170:65044/cdnrrs.gx.chinamobile.com/PLTV/88888888/224/3221225814/index.m3u8
咪咕视频6,http://111.59.23.170:65044/cdnrrs.gx.chinamobile.com/PLTV/88888888/224/3221225817/index.m3u8
咪咕视频7,http://111.59.23.170:65044/cdnrrs.gx.chinamobile.com/PLTV/88888888/224/3221225851/index.m3u8
咪咕视频8,http://111.59.23.170:65044/cdnrrs.gx.chinamobile.com/PLTV/88888888/224/3221225854/index.m3u8
咪咕视频9,http://111.59.23.170:65044/cdnrrs.gx.chinamobile.com/PLTV/88888888/224/3221225857/index.m3u8
咪咕视频10,http://111.59.23.170:65044/cdnrrs.gx.chinamobile.com/PLTV/88888888/224/3221225863/index.m3u8
咪咕视频11,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226398/index.m3u8
咪咕视频12,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8
内蒙古卫视,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226389/index.m3u8
三沙卫视,http://111.59.23.170:65044/cdnrrs.gx.chinamobile.com/PLTV/88888888/224/3221226315/index.m3u8
山东卫视,http://111.59.23.170:65044/cdnrrs.gx.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
陕西卫视,http://111.59.23.170:65044/cdnrrs.gx.chinamobile.com/PLTV/88888888/224/3221225754/index.m3u8
陕西卫视,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226457/index.m3u8
四川卫视,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
天津卫视,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226395/index.m3u8
天津卫视,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
新闻综合,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226534/index.m3u8
优购物,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225757/index.m3u8
玉林新闻,http://111.59.23.170:65044/cdnrrs.gx.chinamobile.com/PLTV/88888888/224/3221226299/index.m3u8
浙江卫视,http://111.59.23.170:65044/cdnrrs.gx.chinamobile.com/PLTV/88888888/224/3221225928/index.m3u8
浙江卫视,http://111.59.23.170:65045/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8



省港澳闽,#genre#
无线新闻粤,http://live.cooltv.top/tv/tvb.php?id=2&hq
无线新闻备,https://histar.zapi.us.kg/?id=tvb-news
无线翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
无线翡翠粤,http://111.160.76.101:80/香蕉哥/tvb翡翠.live.flv
无线翡翠备,https://histar.zapi.us.kg/?id=feicui
无线华丽台,http://php.jdshipin.com:8880/smt.php?id=Wlt
无线Plus台,http://php.jdshipin.com:8880/smt.php?id=j2_twn
无线Plus备,https://histar.zapi.us.kg/?id=j2
无线明珠台,http://php.jdshipin.com:8880/smt.php?id=pearl_twn
有线资讯台,http://103.40.13.71:12390/mytv/live.php?id=4
有线综合台,https://histar.zapi.us.kg/?id=hoytv
有线赛马台,https://histar.zapi.us.kg/?id=hkc18
有线赛马备,http://103.40.13.71:12390/mytv/live.php?id=13
无线赛马台,https://histar.zapi.us.kg/?id=mytvsuper-18
Now赛马台,https://histar.zapi.us.kg/?id=now-668
Now英超台,https://histar.zapi.us.kg/?id=now-sports-premier-league1
Now欧洲杯,https://histar.zapi.us.kg/?id=now-sports-618
Now星影台,http://111.160.76.101:80/香蕉哥/now星影.live.flv
Now爆谷台,http://111.160.76.101:80/香蕉哥/now爆谷.live.flv
Now华剧台,https://histar.zapi.us.kg/?id=now-chinese-drama
Now剧集台,https://histar.zapi.us.kg/?id=now-viu-drama
Astr剧集粤,https://histar.zapi.us.kg/?id=astro-aod-311-hk
Astr欢喜台,https://bsex.serv00.net/Smart.php?id=Huahee
Astr爱奇艺,https://bsex.serv00.net/Smart.php?id=Qiyi
VIUTV台粤,http://php.jdshipin.com:8880/smt.php?id=viu1_twn
天映频道粤,https://bsex.serv00.net/Smart.php?id=Celestial
美亚电影国,https://bsex.serv00.net/Smart.php?id=meiyamovie_twn
纬来电影国,https://bsex.serv00.net/Smart.php?id=videolandmovie
東森电影国,https://bsex.serv00.net/Smart.php?id=ettvmovie
龙华电影国,https://bsex.serv00.net/Smart.php?id=xingwei_movie
无线星河粤,http://13457610200.8866.org:2018/live/星河频道HD/index.m3u8
无线星河国,p3p://108.181.32.169:21146/64124d490002f20da0d7d95b4dbe6256#http://php.jdshipin.com:8880/smt.php?id=Xinhe
无线星河备,http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8
无线娱乐台,http://103.40.13.71:12390/mytv/live.php?id=12
无线娱乐备,http://v2h.jdshipin.com/enew/enew.stream/chunklist.m3u8
无线功夫台,https://v2h.jdshipin.com/asia_action/asia_action.stream/chunklist.m3u8
无线黄金台,https://histar.zapi.us.kg/?id=golden-jade
无线华语台,https://histar.zapi.us.kg/?id=tvb-drama
无线华剧台,https://histar.zapi.us.kg/?id=golden-chinese-drama
无线亚剧台,https://histar.zapi.us.kg/?id=tvb-asia-drama
无线粤片台,https://histar.zapi.us.kg/?id=tvb-yueyu
无线经典台,https://histar.zapi.us.kg/?id=tvb-classic
天映经典台,http://171.108.239.80:8181/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
天映经典备,https://histar.zapi.us.kg/?id=cccm
重温经典台,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
RTHK31,http://php.jdshipin.com:8880/smt.php?id=rhk31_twn
RTHK32,http://php.jdshipin.com:8880/smt.php?id=rhk32_twn
RTHK33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream04/streamPlaylist.m3u8
RTHK34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream04/streamPlaylist.m3u8
RTHK35,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
凤凰资讯台,http://13457610200.8866.org:2018/live/凤凰资讯/index.m3u8
凤凰卫视台,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd
凤凰香港台,http://13457610200.8866.org:2018/live/凤凰香港/index.m3u8
香港面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
澳门莲花台,http://61.244.22.5/ch3/ch3.live/chunklist.m3u8
澳视澳门台,http://61.244.22.5/ch1/ch1.live/playelist.m3u8
澳视卫星台,http://61.244.22.5/ch3/ch3.live/index.m3u8
澳视综艺台,http://61.244.22.5/ch6/hd_ch6.live/playlist.m3u8
澳视葡文台,http://61.244.22.5/ch2/ch2.live/index.m3u8
澳门卫视台,https://histar.zapi.us.kg/?id=mastv
澳门体育台,http://61.244.22.5/ch4/sport_ch4.live/playelist.m3u8
澳门资讯台,https://histar.zapi.us.kg/?id=tdm-information
紫金国际台,https://histar.zapi.us.kg/?id=now-jelli
Now财经台,https://histar.zapi.us.kg/?id=now-finance
耀才财经台,https://v3.mediacast.hk/webcast/bshdlive-pc/chunklist_w99771165.m3u8
东森经财台,https://bsex.serv00.net/Smart.php?id=ettvcaijing_twn
中天亚洲台,https://bsex.serv00.net/Smart.php?id=ctiasia_twn
TVBS新闻台,https://bsex.serv00.net/Smart.php?id=tvbs_n
TVBS HD台,https://bsex.serv00.net/Smart.php?id=tvbs
TVBS欢乐台,https://bsex.serv00.net/Smart.php?id=tvbshuanle_twn
东森新闻台,https://bsex.serv00.net/Smart.php?id=ettvnews
三立新闻台,https://bsex.serv00.net/Smart.php?id=sanlitaiwan
三立LIVE台,http://103.40.13.71:12390/mytv/live.php?id=35
寰宇新闻台,https://bsex.serv00.net/Smart.php?id=huanyuxinwen_twn
寰宇台湾台,http://103.40.13.71:12390/mytv/live.php?id=29
闽镜新闻台,http://103.40.13.71:12390/mytv/live.php?id=37
年代新闻台,https://bsex.serv00.net/Smart.php?id=niandainews_twn
非凡新闻台,https://bsex.serv00.net/Smart.php?id=feifannews_twn
中视新闻台,https://bsex.serv00.net/Smart.php?id=ca73a13c37
公视新闻台,https://bsex.serv00.net/Smart.php?id=ctv_taiwan
民视新闻台,https://bsex.serv00.net/Smart.php?id=ftvnew_taiwan
台视新闻台,https://bsex.serv00.net/Smart.php?id=ttvnews_twn
民视闽南台,rtmp://f13h.mine.nu/sat/tv051
中视闽南台,rtmp://f13h.mine.nu/sat/tv091
台视闽南台,rtmp://f13h.mine.nu/sat/tv071
华视闽南台,rtmp://f13h.mine.nu/sat/tv111
东森超视台,rtmp://f13h.mine.nu/sat/tv331
MoMo综合,rtmp://f13h.mine.nu/sat/tv761
纬来日本台,rtmp://f13h.mine.nu/sat/tv771
纬来日本备,https://bsex.serv00.net/Smart.php?id=videolandjapan
纬来育乐台,rtmp://f13h.mine.nu/sat/tv701
纬来体育台,rtmp://f13h.mine.nu/sat/tv721
纬来体育备,https://bsex.serv00.net/Smart.php?id=videolandsport
ELEVEN1台,rtmp://f13h.mine.nu/sat/tv731
ELEVEN2台,rtmp://f13h.mine.nu/sat/tv741
动物星球台,https://bsex.serv00.net/Smart.php?id=animalplanet_twn



香港频道,#genre#
凤凰中文,http://103.95.24.37:880/fhws.m3u8
凤凰资讯,http://103.95.24.37:880/fhzx.m3u8
凤凰香港,http://103.95.24.37:880/fhxgt.m3u8

凤凰中文,http://play-flive.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰资讯,http://play-flive.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰香港,http://113.64.145.91:8081/hls/38/index.m3u8

凤凰中文,http://110.185.171.226:96/fhzb.php?type=1&id=0701pcc72
凤凰中文,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰资讯,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰香港,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701phk72.m3u8

1中文,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8

中文,http://110.185.171.226:96/fhzb.php?type=1&id=0701pcc72

2资讯,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8

3新闻,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701phk72.m3u8

新闻,http://120.84.121.199:808/hls/81/index.m3u8

中文, http://120.84.121.199:808/hls/29/index.m3u8

资讯, http://120.84.121.199:808/hls/28/index.m3u8

资讯,http://www.cdtriot.cn:9999/udp/239.93.0.118:2191

中文,http://www.cdtriot.cn:9999/udp/239.93.0.162:2192
凤凰中文,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰资讯,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰香港,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701phk72.m3u8

凤凰中文,http://103.95.24.37:880/fhws.m3u8
凤凰资讯,http://103.95.24.37:880/fhzx.m3u8
凤凰香港,http://103.95.24.37:880/fhxgt.m3u8
凤凰卫视,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰卫视,http://10.8.8.8:857/fh.php
凤凰卫视,http://x11.dnsimg.gleeze.com/i/pst.m3u8
凤凰卫视,http://116.162.6.191/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226320/index.m3u8
凤凰卫视,http://ax.micaesoft.com/YMitv/YMITV_CN_ifengNEW.m3u8
凤凰卫视,http://182.149.172.176:9100/udp/239.93.0.118:2191
凤凰卫视,http://182.149.172.176:9100/udp/239.93.1.4:2191
凤凰卫视,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰卫视,http://116.162.6.191/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226320/index.m3u8

东森新闻台,http://37.27.111.214:8080/live/20/hls.m3u8
中视新闻台,https://histar.zapi.us.kg/?id=ctv
中视新闻台,rtmp://f13h.mine.nu/sat/tv091
TVBS新闻台,http://61.221.215.25:8800/hls/9/index.m3u8
中文,http://ayolee.com:5253/udp/239.93.0.162:2192
中文,http://ayolee.com:5253/udp/239.93.1.9:2192
资讯,http://ayolee.com:5253/udp/239.93.0.118:2191
资讯,http://ayolee.com:5253/udp/239.93.1.4:2191
星空,http://ayolee.com:5253/udp/239.93.0.156:2193
星空,http://ayolee.com:5253/udp/239.93.1.10:2193
CHANNEL-V,http://ayolee.com:5253/udp/239.93.0.157:2194
CHANNEL-V,http://ayolee.com:5253/udp/239.93.1.7:2194
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8

香港台,#genre#
凤凰中文,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰资讯,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰香港,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701phk72.m3u8
